,name,brand,ratting,price,Công nghệ màn hình,Độ phân giải,Màn hình rộng,Mặt kính cảm ứng,Quay phim,Đèn Flash,Videocall,Hệ điều hành,Chipset (hãng SX CPU),Chip đồ họa (GPU),RAM,Bộ nhớ trong,Bộ nhớ còn lại (khả dụng),Thẻ nhớ ngoài,Mạng di động,SIM,Wifi,GPS,Bluetooth,Cổng kết nối/sạc,Jack tai nghe,Thiết kế,Chất liệu,Kích thước,Trọng lượng,Loại pin,Công nghệ pin,Kết nối khác,Chụp ảnh nâng cao,Dung lượng pin,Tính năng đặc biệt,Thời điểm ra mắt,Thông tin khác,Tốc độ CPU,Bảo mật nâng cao,Nghe nhạc,Xem phim
28,iPhone 13 Pro Max 128GB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
31.990.000 ₫ ",Super Retina XDR - ProMotion,12 MP,"6.7"" - Tần số quét 120Hz",Kính cường lực Ceramic Shield,4K 2160p@30fps / 4K 2160p@60fps / FullHD 1080p@120fps / HD 720p@30fps / FullHD 1080p@240fps / FullHD 1080p@60fps / 4K 2160p@24fps / FullHD 1080p@30fps,Có,"HDR, Quay video Full HD",iOS 15,Apple A15 Bionic,Apple GPU 5 nhân,6 GB,128 GB,Không rõ,Không,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,"Wifi 6 802.11 ax/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","QZSS, iBeacon, A-GPS, BDS, GALILEO, GLONASS","5.2, A2DP, LE, aptX HD",Lightning,Lightning,Nguyên khối,Nhôm tái chế thân thiện với môi trường,160.8 x 78.1 x 7.65 mm,240 g,Li-Ion,"Siêu tiết kiệm pin, Sạc pin nhanh 25W, Tiết kiệm pin",,"Zoom quang học (Camera kép), Chụp ảnh xóa phông, A.I Camera, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Beautify",4325 mAh,,,,,,,
29,iPhone 13 Pro Max 256GB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
33.990.000 ₫ ","OLED, 120Hz, Super Retina XDR với ProMotion 6.1‑inch, OLED, 458 pp, HDR display, True Tone, Wide color (P3), Haptic Touch","12MP, ƒ/2.2",6.7 inch,Ceramic Shield,4K @24 fps/25 fps/30 fps/ 60 fps  1080p HD @25 fps/30 fps/60 fps  720p HD@ 30 fps,Có,,iOS 15,Apple A15 Bionic,GPU 5 nhân,,256 GB,,,Hỗ trợ 5G,,WiFi 6E,"GPS, GLONASS, Galileo, QZSS, and BeiDou",5.0,"Sạc nhanh 20W, Sạc không dây, Sạc ngược không dây 15W, Sạc pin nhanh, Tiết kiệm pin",,,,160.8 x 78.1 x 7.65mm,240 g,,,,Chạm lấy nét  HDR  Nhận diện khuôn mặt  Quay chậm (Slow Motion)  Toàn cảnh (Panorama)  Tự động lấy nét (AF)  Xóa phông  Nhãn dán (AR Stickers)  Nhận diện khuôn mặt,"4,325mAh","Kháng nước, kháng bụi, Sạc không dây, Nhận diện khuôn mặt",14/9/2021,,,,,
30,iPhone 13 Pro Max 512GB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
39.990.000 ₫ ","OLED , 120Hz, Super Retina XDR với ProMotion 6.1‑inch, 458 pp, HDR display, True Tone, Wide color (P3), Haptic Touch",12MP  ƒ/2.2,6.7 inch,Ceramic Shield,4K @24 fps/25 fps/30 fps/ 60 fps  1080p HD @25 fps/30 fps/60 fps  720p HD@ 30 fps,Có,,iOS 15,A15 Bionic,,,512 GB,,,Hỗ trợ 5G,,WiFi 6E,"GPS, GLONASS, Galileo, QZSS, and BeiDou",5.0,"Lightning , Sạc nhanh 20W, Sạc không dây, Sạc ngược không dây 15W, Sạc pin nhanh, Tiết kiệm pin",,,,160.8 x 78.1 x 7.65mm,240 g,,,,Chạm lấy nét  HDR  Nhận diện khuôn mặt  Quay chậm (Slow Motion)  Toàn cảnh (Panorama)  Tự động lấy nét (AF)  Xóa phông  Nhãn dán (AR Stickers)  Nhận diện khuôn mặt,"4,325mAh","Kháng nước, kháng bụi, Sạc không dây, Nhận diện khuôn mặt",14/9/2021,,,,,
31,iPhone 13 Pro Max 1TB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,,OLED,"12MP, ƒ/2.2",6.7 inch,Ceramic Shield,4K @24 fps/25 fps/30 fps/ 60 fps  1080p HD @25 fps/30 fps/60 fps  720p HD@ 30 fps,Có,,iOS 15,A15 Bionic,,,1TB,,,Hỗ trợ 5G,,WiFi 6E,"GPS, GLONASS, Galileo, QZSS, and BeiDou",5.0,"Lightning, Sạc nhanh 20W, Sạc không dây, Sạc ngược không dây 15W, Sạc pin nhanh, Tiết kiệm pin",,Nguyên khối,,160.8 x 78.1 x 7.65mm,240 g,,,,Chạm lấy nét  HDR  Nhận diện khuôn mặt  Quay chậm (Slow Motion)  Toàn cảnh (Panorama)  Tự động lấy nét (AF)  Xóa phông  Nhãn dán (AR Stickers)  Nhận diện khuôn mặt,"4,325mAh","Kháng nước, kháng bụi, Sạc không dây, Nhận diện khuôn mặt",14/9/2021,,,,,
32,iPhone Xs Max 64GB (Likenew),Điện thoại cũ,4,"
11.590.000 ₫ ",OLED,"7 MP, f/2.2",6.5 inches,,"2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",4 đèn LED (2 tông màu),Có,iOS 12,Apple A12 Bionic,Apple GPU 4 nhân,4 GB,64 GB,Khoảng 57 GB,Không,Hỗ trợ 4G,Nano SIM & eSIM,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi hotspot","A-GPS, GLONASS","LE, A2DP, v5.0",Lightning,,Nguyên khối,Khung thép không gỉ + mặt kính cường lực,Dài 157.5 mm - Ngang 77.4 mm - Dày 7.7 mm,208 g,Pin chuẩn Li-Ion,"Tiết kiệm pin, Sạc pin nhanh, Sạc pin không dây","NFC, OTG","Điều chỉnh khẩu độ, A.I Camera, Chế độ chụp ban đêm (ánh sáng yếu), Chế độ Slow Motion, Chụp ảnh xóa phông, Zoom quang học, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Chống rung quang học (OIS)",3174 mAh,"Sạc pin nhanh, Chuẩn Kháng nước, Chuẩn kháng bụi",2018,"Nhận diện khuôn mặt, Quay video Full HD, Selfie ngược sáng HDR",2 nhân 2.5 GHz Vortex & 4 nhân 1.6 GHz Tempest,Nhận diện khuôn mặt Face ID,"Midi, Lossless, MP3, WAV, WMA9, WMA, AAC, AAC+, AAC++, eAAC+","H.265, 3GP, MP4, AVI, WMV, H.263, H.264(MPEG4-AVC)"
33,iPhone 12 64GB Chính Hãng (VN/A),iPhone 12 | 12 mini | 12 Pro | 12 Pro Max,4,"
18.990.000 ₫ ",Super Retina XDR OLED,12 MP,6.1 inches,,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 30fps), stereo sound rec.",,,iOS 14.1,Apple A14 Bionic (5 nm),Apple GPU (4-core graphics),4 GB,64 GB,,Không,,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Yes, with A-GPS, GLONASS, GALILEO, QZSS","5.0, A2DP, LE","Lightning, USB 2.0",,,,,,,,,,2815 mAh,,,,Hexa-core,,,
34,iPhone 11 Pro 256GB (Likenew),Điện thoại cũ,4,"
16.490.000 ₫ ",OLED,"12 MP, f/2.2",5.8 inches,,"2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",Có,,iOS 13,Apple A13 Bionic,,4 GB,256 GB,,,,Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, hotspot","A-GPS, GLONASS, GALILEO, QZSS","5.0, A2DP, LE",,,,,144 x 71.4 x 8.1 mm,188 g,Li-Ion,Sạc nhanh 18W,,,3046 mAh,,2019,,Hexa-core,,,
35,iPhone 11 Pro Max 64GB (Likenew),iPhone 11 | 11 Pro | 11 Pro Max,4,"
17.190.000 ₫ ",OLED,"12 MP, f/2.2",6.5 inches,,"2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",Có,,iOS 13,Apple A13 Bionic,,4 GB,64 GB,,,,Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, hotspot","A-GPS, GLONASS, GALILEO, QZSS","5.0, A2DP, LE",,,,,158 x 77.8 x 8.1 mm,226 g,Li-Ion,Sạc nhanh 18W,,,3.969 mAh,,2019,,Hexa-core,,,
36,iPhone 12 Pro Max 256GB Chính Hãng (VN/A),iPhone 12 | 12 mini | 12 Pro | 12 Pro Max,4,"
32.390.000 ₫ ",Super Retina XDR OLED,12 MP,6.7 inches,,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps)",,,iOS 14,Apple A14 Bionic (5 nm),,,256 GB,,,Hỗ trợ 5G,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot",,"5.0, A2DP, LE","Lightning, USB 2.0",,,,,,,,,,3687 mAh,,,,Hexa-core,,,
37,iPhone 11 Pro Max 256GB (Likenew),Điện thoại cũ,4,"
18.790.000 ₫ ",OLED,"12 MP, f/2.2",6.5 inches,,"2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",Có,,iOS 13,Apple A13 Bionic,,4 GB,256 GB,,,,Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, hotspot","A-GPS, GLONASS, GALILEO, QZSS","5.0, A2DP, LE",,,,,158 x 77.8 x 8.1 mm,226 g,Li-Ion,Sạc nhanh 18W,,,3.969 mAh,,2019,,Hexa-core,,,
38,iPhone 12 128GB Chính Hãng (VN/A),iPhone 12 | 12 mini | 12 Pro | 12 Pro Max,4,"
20.490.000 ₫ ",Super Retina XDR OLED,12 MP,6.1 inches,,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 30fps)",,,iOS 14,Apple A14 Bionic (5 nm),,,128 GB,,,Hỗ trợ 5G,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot",,"5.0, A2DP, LE","Lightning, USB 2.0",,,,,,,,,,,,,,Hexa-core,,,
39,iPhone 11 64GB (Likenew),iPhone 11 | 11 Pro | 11 Pro Max,4,"
12.390.000 ₫ ",IPS LCD,"12 MP, f/2.2",6.1 inches,,"2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",,,iOS 13,Apple A13 Bionic,,4 GB,64 GB,,,,Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, hotspot","A-GPS, GLONASS, GALILEO, QZSS","5.0, A2DP, LE",,,,,150.9 x 75.7 x 8.3 mm,194 g,Li-Ion,,,,,,,,Hexa-core,,,
40,iPhone 13 128GB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
22.390.000 ₫ ",OLED,12 MP,"6.1"" - Tần số quét 60 Hz",Kính cường lực Ceramic Shield,4K 2160p@30fps / 4K 2160p@60fps / FullHD 1080p@120fps / HD 720p@30fps / FullHD 1080p@240fps / FullHD 1080p@60fps / 4K 2160p@24fps / FullHD 1080p@30fps,Đèn LED kép,"HDR, Quay video Full HD",iOS 15,Apple A15 Bionic,Apple GPU 4 nhân,4 GB,128 GB,Không rõ,Không,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,"Wifi 6 802.11 ax/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","QZSS, iBeacon, A-GPS, BDS, GALILEO, GLONASS",v5.0,Lightning,Lightning,Nguyên khối,Nhôm tái chế thân thiện với môi trường,146.7 x 71.5 x 7.4 mm,164 g,Li-Ion,"Sạc pin nhanh, Tiết kiệm pin, Sạc không dây MagSafe, Sạc không dây",,,,,,,,,,
41,iPhone 13 256GB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
24.990.000 ₫ ",OLED,12 MP,"6.1"" - Tần số quét 60 Hz",Kính cường lực Ceramic Shield,4K 2160p@30fps / 4K 2160p@60fps / FullHD 1080p@120fps / HD 720p@30fps / FullHD 1080p@240fps / FullHD 1080p@60fps / 4K 2160p@24fps / FullHD 1080p@30fps,Đèn LED kép,"HDR, Quay video Full HD",iOS 15,Apple A15 Bionic,Apple GPU 4 nhân,4 GB,256 GB,Không rõ,Không,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,"Wifi 6 802.11 ax/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","QZSS, iBeacon, A-GPS, BDS, GALILEO, GLONASS",v5.0,Lightning,Lightning,Nguyên khối,Nhôm tái chế thân thiện với môi trường,146.7 x 71.5 x 7.4 mm,164 g,Li-Ion,"Sạc pin nhanh, Tiết kiệm pin, Sạc không dây MagSafe, Sạc không dây",,,,,,,,,,
42,iPhone 13 512GB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
27.990.000 ₫ ",OLED,12 MP,"6.1"" - Tần số quét 60 Hz",Kính cường lực Ceramic Shield,4K 2160p@30fps / 4K 2160p@60fps / FullHD 1080p@120fps / HD 720p@30fps / FullHD 1080p@240fps / FullHD 1080p@60fps / 4K 2160p@24fps / FullHD 1080p@30fps,Đèn LED kép,"HDR, Quay video Full HD",iOS 15,Apple A15 Bionic,Apple GPU 4 nhân,4 GB,512 GB,Không rõ,Không,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,"Wifi 6 802.11 ax/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","QZSS, iBeacon, A-GPS, BDS, GALILEO, GLONASS",v5.0,Lightning,Lightning,Nguyên khối,Nhôm tái chế thân thiện với môi trường,146.7 x 71.5 x 7.4 mm,164 g,Li-Ion,"Sạc pin nhanh, Tiết kiệm pin, Sạc không dây MagSafe, Sạc không dây",,,,,,,,,,
43,iPhone 13 mini 128GB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
18.990.000 ₫ ",OLED,12 MP,"5.4"" - Tần số quét 60 Hz",Kính cường lực Ceramic Shield,4K 2160p@30fps / 4K 2160p@60fps / FullHD 1080p@120fps / HD 720p@30fps / FullHD 1080p@240fps / FullHD 1080p@60fps / 4K 2160p@24fps / FullHD 1080p@30fps,Flash-LED,"HDR, Quay video Full HD",iOS 15,Apple A15 Bionic,Apple GPU 4 nhân,4 GB,128 GB,Không rõ,Không,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,"Wifi 6 802.11 ax/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","QZSS, iBeacon, A-GPS, BDS, GALILEO, GLONASS",v5.0,Lightning,Lightning,Nguyên khối,Nhôm tái chế thân thiện với môi trường,131.5 x 64.2 x 7.4 mm,135 g,Li-Ion,"Sạc pin nhanh, Tiết kiệm pin, Sạc không dây MagSafe, Sạc không dây",,,,,,,,,,
44,iPhone 13 Pro 128GB Chính hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
28.990.000 ₫ ",Super Retina XDR - ProMotion,12 MP,"6.1"" - Tần số quét 120 Hz",Kính cường lực Ceramic Shield,4K 2160p@30fps / 4K 2160p@60fps / FullHD 1080p@120fps / HD 720p@30fps / FullHD 1080p@240fps / FullHD 1080p@60fps / 4K 2160p@24fps / FullHD 1080p@30fps,Đèn LED kép,"HDR, Quay video Full HD",iOS 15,Apple A15 Bionic,Apple GPU 5 nhân,6 GB,128 GB,,Không,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,"Wifi 6 802.11 ax/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","QZSS, iBeacon, A-GPS, BDS, GALILEO, GLONASS",v5.0,Lightning,Lightning,Nguyên khối,Nhôm tái chế thân thiện với môi trường,146.7 x 71.5 x 7.65 mm,203 g,Li-Ion,"Sạc pin nhanh, Tiết kiệm pin, Sạc không dây MagSafe, Sạc không dây",,,,,,,,,,
45,iPhone 13 Pro 256GB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
30.990.000 ₫ ",Super Retina XDR - ProMotion,12 MP,"6.1"" - Tần số quét 120 Hz",Kính cường lực Ceramic Shield,4K 2160p@30fps / 4K 2160p@60fps / FullHD 1080p@120fps / HD 720p@30fps / FullHD 1080p@240fps / FullHD 1080p@60fps / 4K 2160p@24fps / FullHD 1080p@30fps,Đèn LED kép,"HDR, Quay video Full HD",iOS 15,Apple A15 Bionic,Apple GPU 5 nhân,6 GB,256 GB,,Không,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,"Wifi 6 802.11 ax/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","QZSS, iBeacon, A-GPS, BDS, GALILEO, GLONASS",v5.0,Lightning,Lightning,Nguyên khối,Nhôm tái chế thân thiện với môi trường,146.7 x 71.5 x 7.65 mm,203 g,Li-Ion,"Sạc pin nhanh, Tiết kiệm pin, Sạc không dây MagSafe, Sạc không dây","NFC, OTG",,,,,,,,,
46,iPhone 13 Pro 512GB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
33.990.000 ₫ ",Super Retina XDR - ProMotion,12 MP,"6.1"" - Tần số quét 120 Hz",Kính cường lực Ceramic Shield,4K 2160p@30fps / 4K 2160p@60fps / FullHD 1080p@120fps / HD 720p@30fps / FullHD 1080p@240fps / FullHD 1080p@60fps / 4K 2160p@24fps / FullHD 1080p@30fps,Đèn LED kép,"HDR, Quay video Full HD",iOS 15,Apple A15 Bionic,Apple GPU 5 nhân,6 GB,512 GB,,Không,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,"Wifi 6 802.11 ax/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","QZSS, iBeacon, A-GPS, BDS, GALILEO, GLONASS",v5.0,Lightning,Lightning,Nguyên khối,Nhôm tái chế thân thiện với môi trường,146.7 x 71.5 x 7.65 mm,203 g,Li-Ion,"Sạc pin nhanh, Tiết kiệm pin, Sạc không dây MagSafe, Sạc không dây","NFC, OTG",,,,,,,,,
47,iPhone 13 Pro 1TB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
37.990.000 ₫ ",Super Retina XDR - ProMotion,12 MP,"6.1"" - Tần số quét 120 Hz",Kính cường lực Ceramic Shield,4K 2160p@30fps / 4K 2160p@60fps / FullHD 1080p@120fps / HD 720p@30fps / FullHD 1080p@240fps / FullHD 1080p@60fps / 4K 2160p@24fps / FullHD 1080p@30fps,Đèn LED kép,"HDR, Quay video Full HD",iOS 15,Apple A15 Bionic,Apple GPU 5 nhân,6 GB,1 TB,,Không,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,"Wifi 6 802.11 ax/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","QZSS, iBeacon, A-GPS, BDS, GALILEO, GLONASS",v5.0,Lightning,Lightning,Nguyên khối,Nhôm tái chế thân thiện với môi trường,146.7 x 71.5 x 7.65 mm,203 g,Li-Ion,"Sạc pin nhanh, Tiết kiệm pin, Sạc không dây MagSafe, Sạc không dây","NFC, OTG",,,,,,,,,
48,iPhone 13 Pro Max 128GB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
31.990.000 ₫ ",Super Retina XDR - ProMotion,12 MP,"6.7"" - Tần số quét 120Hz",Kính cường lực Ceramic Shield,4K 2160p@30fps / 4K 2160p@60fps / FullHD 1080p@120fps / HD 720p@30fps / FullHD 1080p@240fps / FullHD 1080p@60fps / 4K 2160p@24fps / FullHD 1080p@30fps,Có,"HDR, Quay video Full HD",iOS 15,Apple A15 Bionic,Apple GPU 5 nhân,6 GB,128 GB,Không rõ,Không,Hỗ trợ 5G,1 Nano SIM & 1 eSIM,"Wifi 6 802.11 ax/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspot","QZSS, iBeacon, A-GPS, BDS, GALILEO, GLONASS","5.2, A2DP, LE, aptX HD",Lightning,Lightning,Nguyên khối,Nhôm tái chế thân thiện với môi trường,160.8 x 78.1 x 7.65 mm,240 g,Li-Ion,"Siêu tiết kiệm pin, Sạc pin nhanh 25W, Tiết kiệm pin",,"Zoom quang học (Camera kép), Chụp ảnh xóa phông, A.I Camera, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Beautify",4325 mAh,,,,,,,
49,iPhone 13 Pro Max 256GB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
33.990.000 ₫ ","OLED, 120Hz, Super Retina XDR với ProMotion 6.1‑inch, OLED, 458 pp, HDR display, True Tone, Wide color (P3), Haptic Touch","12MP, ƒ/2.2",6.7 inch,Ceramic Shield,4K @24 fps/25 fps/30 fps/ 60 fps  1080p HD @25 fps/30 fps/60 fps  720p HD@ 30 fps,Có,,iOS 15,Apple A15 Bionic,GPU 5 nhân,,256 GB,,,Hỗ trợ 5G,,WiFi 6E,"GPS, GLONASS, Galileo, QZSS, and BeiDou",5.0,"Sạc nhanh 20W, Sạc không dây, Sạc ngược không dây 15W, Sạc pin nhanh, Tiết kiệm pin",,,,160.8 x 78.1 x 7.65mm,240 g,,,,Chạm lấy nét  HDR  Nhận diện khuôn mặt  Quay chậm (Slow Motion)  Toàn cảnh (Panorama)  Tự động lấy nét (AF)  Xóa phông  Nhãn dán (AR Stickers)  Nhận diện khuôn mặt,"4,325mAh","Kháng nước, kháng bụi, Sạc không dây, Nhận diện khuôn mặt",14/9/2021,,,,,
50,iPhone 13 Pro Max 512GB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,"
39.990.000 ₫ ","OLED , 120Hz, Super Retina XDR với ProMotion 6.1‑inch, 458 pp, HDR display, True Tone, Wide color (P3), Haptic Touch",12MP  ƒ/2.2,6.7 inch,Ceramic Shield,4K @24 fps/25 fps/30 fps/ 60 fps  1080p HD @25 fps/30 fps/60 fps  720p HD@ 30 fps,Có,,iOS 15,A15 Bionic,,,512 GB,,,Hỗ trợ 5G,,WiFi 6E,"GPS, GLONASS, Galileo, QZSS, and BeiDou",5.0,"Lightning , Sạc nhanh 20W, Sạc không dây, Sạc ngược không dây 15W, Sạc pin nhanh, Tiết kiệm pin",,,,160.8 x 78.1 x 7.65mm,240 g,,,,Chạm lấy nét  HDR  Nhận diện khuôn mặt  Quay chậm (Slow Motion)  Toàn cảnh (Panorama)  Tự động lấy nét (AF)  Xóa phông  Nhãn dán (AR Stickers)  Nhận diện khuôn mặt,"4,325mAh","Kháng nước, kháng bụi, Sạc không dây, Nhận diện khuôn mặt",14/9/2021,,,,,
51,iPhone 13 Pro Max 1TB Chính Hãng (VN/A),iPhone 13 | 13 mini | 13 Pro | 13 Pro Max,4,,OLED,"12MP, ƒ/2.2",6.7 inch,Ceramic Shield,4K @24 fps/25 fps/30 fps/ 60 fps  1080p HD @25 fps/30 fps/60 fps  720p HD@ 30 fps,Có,,iOS 15,A15 Bionic,,,1TB,,,Hỗ trợ 5G,,WiFi 6E,"GPS, GLONASS, Galileo, QZSS, and BeiDou",5.0,"Lightning, Sạc nhanh 20W, Sạc không dây, Sạc ngược không dây 15W, Sạc pin nhanh, Tiết kiệm pin",,Nguyên khối,,160.8 x 78.1 x 7.65mm,240 g,,,,Chạm lấy nét  HDR  Nhận diện khuôn mặt  Quay chậm (Slow Motion)  Toàn cảnh (Panorama)  Tự động lấy nét (AF)  Xóa phông  Nhãn dán (AR Stickers)  Nhận diện khuôn mặt,"4,325mAh","Kháng nước, kháng bụi, Sạc không dây, Nhận diện khuôn mặt",14/9/2021,,,,,
52,iPhone Xs Max 64GB (Likenew),Điện thoại cũ,4,"
11.590.000 ₫ ",OLED,"7 MP, f/2.2",6.5 inches,,"2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",4 đèn LED (2 tông màu),Có,iOS 12,Apple A12 Bionic,Apple GPU 4 nhân,4 GB,64 GB,Khoảng 57 GB,Không,Hỗ trợ 4G,Nano SIM & eSIM,"Wi-Fi 802.11 a/b/g/n/ac, Dual-band, Wi-Fi hotspot","A-GPS, GLONASS","LE, A2DP, v5.0",Lightning,,Nguyên khối,Khung thép không gỉ + mặt kính cường lực,Dài 157.5 mm - Ngang 77.4 mm - Dày 7.7 mm,208 g,Pin chuẩn Li-Ion,"Tiết kiệm pin, Sạc pin nhanh, Sạc pin không dây","NFC, OTG","Điều chỉnh khẩu độ, A.I Camera, Chế độ chụp ban đêm (ánh sáng yếu), Chế độ Slow Motion, Chụp ảnh xóa phông, Zoom quang học, Tự động lấy nét, Chạm lấy nét, Nhận diện khuôn mặt, HDR, Panorama, Chống rung quang học (OIS)",3174 mAh,"Sạc pin nhanh, Chuẩn Kháng nước, Chuẩn kháng bụi",2018,"Nhận diện khuôn mặt, Quay video Full HD, Selfie ngược sáng HDR",2 nhân 2.5 GHz Vortex & 4 nhân 1.6 GHz Tempest,Nhận diện khuôn mặt Face ID,"Midi, Lossless, MP3, WAV, WMA9, WMA, AAC, AAC+, AAC++, eAAC+","H.265, 3GP, MP4, AVI, WMV, H.263, H.264(MPEG4-AVC)"
53,iPhone 12 64GB Chính Hãng (VN/A),iPhone 12 | 12 mini | 12 Pro | 12 Pro Max,4,"
18.990.000 ₫ ",Super Retina XDR OLED,12 MP,6.1 inches,,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 30fps), stereo sound rec.",,,iOS 14.1,Apple A14 Bionic (5 nm),Apple GPU (4-core graphics),4 GB,64 GB,,Không,,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Yes, with A-GPS, GLONASS, GALILEO, QZSS","5.0, A2DP, LE","Lightning, USB 2.0",,,,,,,,,,2815 mAh,,,,Hexa-core,,,
54,iPhone 11 Pro 256GB (Likenew),Điện thoại cũ,4,"
16.490.000 ₫ ",OLED,"12 MP, f/2.2",5.8 inches,,"2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",Có,,iOS 13,Apple A13 Bionic,,4 GB,256 GB,,,,Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, hotspot","A-GPS, GLONASS, GALILEO, QZSS","5.0, A2DP, LE",,,,,144 x 71.4 x 8.1 mm,188 g,Li-Ion,Sạc nhanh 18W,,,3046 mAh,,2019,,Hexa-core,,,
55,iPhone 11 Pro Max 64GB (Likenew),iPhone 11 | 11 Pro | 11 Pro Max,4,"
17.190.000 ₫ ",OLED,"12 MP, f/2.2",6.5 inches,,"2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",Có,,iOS 13,Apple A13 Bionic,,4 GB,64 GB,,,,Nano SIM,"Wi-Fi 802.11 a/b/g/n/ac/ax, dual-band, hotspot","A-GPS, GLONASS, GALILEO, QZSS","5.0, A2DP, LE",,,,,158 x 77.8 x 8.1 mm,226 g,Li-Ion,Sạc nhanh 18W,,,3.969 mAh,,2019,,Hexa-core,,,
56,iPhone 12 Pro Max 256GB Chính Hãng (VN/A),iPhone 12 | 12 mini | 12 Pro | 12 Pro Max,4,"
32.390.000 ₫ ",Super Retina XDR OLED,12 MP,6.7 inches,,"4K@24/30/60fps, 1080p@30/60/120/240fps, HDR, Dolby Vision HDR (up to 60fps)",,,iOS 14,Apple A14 Bionic (5 nm),,,256 GB,,,Hỗ trợ 5G,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot",,"5.0, A2DP, LE","Lightning, USB 2.0",,,,,,,,,,3687 mAh,,,,Hexa-core,,,
